"docid","recordid","oclc","locnum","includedbc","author","authordate","imprint","inferreddate","firstpub","place","enumcron","subjects","genres","title"
"mdp.39015059554652",4762270,55096711,"PS3619.T479N54 2004","taggedfantasy","Stevens, Francis.",,"Lincoln|University of Nebraska Press|c2004.",2004,,"nbu",,"Horror tales, American|Fantasy fiction, American","Bibliographies|Short stories","The nightmare, and other tales of dark fantasy"
"pst.000066114031",12256275,53441484,"PS3558.A6427D435 2004","fuzzymatch","Harris, Charlaine.",,"New York|Ace Books|2004.",2004,,"nyu",,"Waitresses|City and town life|Fiction|Telepathy|Vampires","Horror fiction|Fiction|Occult fiction","Dead to the world"
"mdp.39015049615266",5605614,149562047,,"taggedfantasy","Sargent, Stanley C.",,"Lake Orion, Mich.|Elder Signs Press|2004.",2004,,"miu",,"Horror tales, American|Fantasy fiction, American","Short stories","Ancient Exhumations +2"
"inu.30000095270389",7593862,54006970,"PS648.F3T6 2004","taggedfantasy",,,"New York|Berkley Books|2004.",2004,,"nyu",,"Love stories, American|Fantasy fiction, American","Fiction","To weave a web of magic"
"mdp.39015049615084",5596058,62709690,"PS3601.G84F84 2005","taggedfantasy","Aguirre, Forrest.",,"Hyattsville, MD|Raw Dog Screaming Press|c2005.",2005,,"mdu",,"Horror tales, American|Fantasy fiction, American","Short stories","Fugue xxix"
"mdp.39015061190040",5059459,57352829,"PS3552.E538447W55 2005","taggedfantasy","Bender, Aimee.",,"New York|Doubleday|2005.",2005,,"nyu",,"Fantasy fiction, American","Short stories","Willful creatures : | stories"
"pst.000066629801",9815300,228466170,,"taggedfantasy","Brooks, Terry.",,"New York|Ballentine Books|2006, c2005.",2005,,"nyu",,"Shannara (Imaginary place)|Magic|Fantasy|Fiction","Novel","Straken"
"mdp.39015062594760",5083014,61280307,"PS3557.A22B74 2005","fuzzymatch","Gabaldon, Diana.",,"New York|Delacorte Press|c2005.",2005,,"nyu",,"Fiction|Revolution, 1775-1783|History|Colonial period, ca. 1600-1775|Time travel","Fiction","A breath of snow and ashes"
"mdp.39015060661678",4966427,56368590,"PS3515.O842A6 2005","taggedfantasy","Howard, Robert E. (Robert Ervin),","1906-1936.","Lincoln|University of Nebraska Press|c2005.",2005,,"nbu",,"Horror tales, American|Fantasy fiction, American","Fiction","The black stranger and other American tales"
"mdp.39015073819537",5939728,68481839,"PS3620.H6423W47 2005","taggedfantasy","Thomas, Scott,","1959-","Hyattsville, MD|Raw Dog Screaming Press|c2005.",2005,,"mdu",,"Horror tales|Fantasy fiction|Paranormal fiction","Short stories|Fantasy fiction","Westermead"
"mdp.39015063193125",5220480,64667103,,"fuzzymatch","Mellick, Carlton.",,"Portland, OR|Eraserhead Press|c2005.",2005,,"oru",,"Fiction|Erotic stories|Rape|Western stories|Death|Murder|Dinosaurs|Television|Jesus Christ|Hermaphroditism","Novel","Sex and death in television town"
"inu.30000103028167",7594254,61687674,"PS3570.U76B75 2005","fuzzymatch","Turtledove, Harry.",,"Riverdale, NY|Baen Books|New York, NY|Distributed by Simon & Schuster|c2005.",2005,,"nyu",,"Refugees|Fiction|Clergy","Fiction|Fantasy fiction","Bridge of the Separator"
"pst.000058960691",12267939,61356453,"PS3566.E234K56 2005","taggedfantasy","Pearson, Ridley.",,"New York|Disney Editions|c2005.",2005,,"nyu",,"Fantasy|Holography|Juvenile fiction|Suspense fiction|Cartoon characters|Teenagers|Good and evil|Fiction","Suspense fiction|Fantasy fiction, American|Adventure stories, American|Novel|Fantasy fiction","The kingdom keepers"
"mdp.39015073911961",5690526,224398119,,"taggedfantasy","Clegg, Douglas,","1958-","New York|Alyson|2006.",2006,,"nyu",,"Fiction|Arthurian romances|Gay men|Illegitimate children of royalty|Adaptations|Mordred (Legendary character)|Fantasy","Novel|Historical fiction|Fantasy fiction","Mordred, bastard son"
"mdp.39015066779920",5116478,74908473,,"taggedfantasy","Garcia, Camille Rose,","1970-","Seattle, Wash.|Fantagraphics|2006.",2006,,"wau",,"Underground comic books, strips, etc|Magic|Fantasy comic books, strips, etc|Animals|Islands|Comic books, strips, etc|Bottles|United States","UnknownGenre","The magic bottle"
"pst.000060921147",12265398,163585263,"PR4074.P318 2006","taggedfantasy","Barrie, J. M. (James Matthew),","1860-1937.","Gloucester, UK|Dodo Press|2006",2006,,"enk",,"Fantasy fiction, English|Peter Pan (Fictitious character)|Fiction","Short stories","Peter Pan in Kensington Gardens"
"mdp.39015069971524",5650036,77729983,,"fuzzymatch","Klein, T. E. D.",,"Burton, MI|Subterranean Press|2006.",2006,,"miu",,,"Short stories|Horror fiction","Reassuring tales"
"mdp.39015074369276",5791511,122994272,"PS648.F3T48 2006","taggedfantasy",,,"Hyattsville, MD|Raw Dog Screaming Press|c2006.",2006,,"mdu",,"Short stories, American|Horror tales, American|Fantasy fiction, American","Short stories","Text:UR : | the new book of masks"
"mdp.39015081739032",6838182,188641494,"PS648.S3F86 2006","taggedfantasy",,,"New York|Ibooks|Berkeley, CA|Distributed by Publishers Group West|2006",2006,,"nyu",,"Fiction|Fantasy fiction, American|Science fiction, American|Anthropomorphism","Bibliographies|Short stories","Furry : | the best anthropomorphic fiction ever"
"mdp.39015064900908",5236198,69683189,,"taggedfantasy",,,"Baltimore, Md.|Cemetery Dance|2006.",2006,,"mdu",,"Fantasy|Horror tales|Science fiction","Fiction","Poe's lighthouse : | all new collaborations with Edgar Allan Poe"
"pst.000061572584",12257626,71329303,,"fuzzymatch","Roberts, Nora.",,"New York|Jove Books|2006.",2006,,"nyu",,"Vampires|Wizards|Fiction|Time travel|Witches","Fiction|Fantasy fiction","Morrigan's cross"
"mdp.39015069971193",5631648,70660377,"PR6053.O48645B66 2006","taggedfantasy","Connolly, John,","1968-","New York|Atria Books|c2006.",2006,,"nyu",,"Fairy tales|Fiction|Death|Adaptations|Mothers|Fantasy fiction","Novel","The book of lost things"
"mdp.39015049615100",5596076,77538714,,"taggedfantasy",,,"Portland, Ore.|Bizarro Books|c2006.",2006,,"oru",,"20th century|Short stories, American|21st century|Surrealism (Literature)|Horror tales, American|Underground press publications|Science fiction, American|American fiction|Fantasy fiction, American","Short stories|ContainsBiogMaterial","The bizarro starter kit : | an introduction to the Bizarro genre."
"mdp.39015073904594",5666739,166146826,,"oclcid","Donihe, Kevin L.",,"Portland, OR|Eraserhead Press|2006.",2006,,"oru",,"Fiction|Agape|Cyclists|Bicycle racing|Ebola virus disease|Insects","Novel","The greatest fucking moment in sports"
"pst.000057995953",7057790,65208799,,"taggedfantasy","Roberts, Nora.",,"New York|Silhouette Books|c2006.",2006,,"nyu",,"Brothers and sisters|Fiction|Love stories, American|Fantasy fiction, American|Time travel","Fiction","Time and again"
"mdp.39015066740997",5388994,68623988,"PR6103.L375L33 2006","taggedfantasy","Clarke, Susanna.",,"New York|Bloomsbury|Distributed to the trade by Holtzbrinck Publishers|2006.",2006,,"nyu",,"Fairies|Fiction|Fantasy fiction, English","Fiction","The ladies of Grace Adieu : | and other stories"
"mdp.39015063319969",5147557,62302610,"PS3570.U85S55 2006","fuzzymatch","Tuttle, Lisa,","1952-","New York|Bantam Books|2006.",2006,,"nyu",,,"Novel","The silver bough"
"mdp.39015067663842",5399499,72791357,"PS3563.O871635U48 2006","fuzzymatch","Moriarty, Laura.",,"Berkeley, CA|Atelos|c2006.",2006,,"cau",,,"Fiction","Ultravioleta"
"pst.000066587620",12275301,320491216,"PR6057.A319.A27 2006","fuzzymatch","Gaiman, Neil.",,"New York, N.Y.|DC Comics|c2006-c2008.",2006,,"nyu","v.4","Comic books, strips, etc|Sandman (Fictitious character)","Graphic novels|Fiction","The absolute Sandman"
"mdp.49015003166726",5542651,63793939,"PS 3556 .A72A6 2006","taggedfantasy","Farmer, Philip José.",,"Burton, Mich.|Subterranean Press|2006.",2006,,"miu",,"Fantasy|Short stories|Science fiction, American","Fiction|Science fiction","The best of Philip José Farmer"
"mdp.39015064754214",5288260,63705877,"PS3552.R6596B67 2006","fuzzymatch","Brooks, Terry.",,"New York|Del Rey|c2006.",2006,,"nyu",,"Good and evil|Fiction","Novel|Fantasy fiction","Armageddon's children"
"mdp.39015064885208",5251898,62172942,"PR6118.O28L585 2006","fuzzymatch","Robson, Justina.",,"New York|Bantam Books|2006.",2006,,"nyu",,"Fiction|Gods|Love stories","Novel|Love stories|Science fiction","Living next door to the god of love"
"mdp.39015081739305",6867714,170956289,,"taggedfantasy",,,"Linthicum. Md.|Speed-of-C Productions|2006.",2006,,"mdu",,"Fiction|Gay men|Horror tales, American|Lesbians|Homosexuality|Science fiction, American|Fantasy fiction, American","Short stories","Gaylaxicon sampler 2006"
"pst.000060768315",7496760,133158577,,"oclcid","D'Lacey, Chris.",,"New York|Orchard Books|2006",2006,,"nyu","D623firs 2006","Bears|Boardinghouses|Dragons|Supernatural|Fiction|Authorship","Novel","Fire star"
"mdp.39015067674435",5418230,76962912,"PS648.H6B458 2006","taggedfantasy",,,"Holicong, PA|Prime Books|2006.",2006,,"pau",,"Horror tales|Fantasy fiction|Collections","NotFiction|Horror fiction","Best new fantasy"
"mdp.39015049614988",5594394,166328404,,"oclcid","Donihe, Kevin L.",,"Portland, OR|Eraserhead Press|c2006.",2006,,"oru",,"Fiction|Demonology|Minimum wage|Rape|Murder|Devil|Cities and towns","Novel","Grape City"
"mdp.39015064901575",5261849,69332486,"PR6106.F67F68 2006","fuzzymatch","Fforde, Jasper.",,"New York|Viking|c2006.",2006,,"nyu",,"Adaptations|Nursery rhymes","Fiction","The fourth bear"
"pst.000060460950",8158429,74557359,,"taggedfantasy","Lynn, Tracy.",,"New York, NY|Simon Pulse|2006,  c2003.",2006,,"nyu",2006,"Fantasy|Fairy tales|Adaptations|Snow|Fiction|Adaptation|Snow White (Tale)","Young adult fiction|Fiction|Fantasy fiction","Snow : | a retelling of ""Snow White and the Seven Dwarfs"""
"pst.000061168374",7057764,173283101,,"oclcid","Joyce, Brenda.",,"Don Mills, Ont.|HQN|c2007.",2007,,"onc",,"Fiction|Time travel","Novel|Love stories","Dark rival"
"mdp.39015070684983",5596429,123798840,"PR9387.9.O394S73 2007","oclcid","Okri, Ben.",,"London|Rider|2007.",2007,,"enk",,"Fiction|Reality","Novel","Starbook : | a magical tale of love and regeneration"
"mdp.39015067683642",5429384,71808228,,"taggedfantasy","McAuley, Paul J.",,"London|Simon & Schuster|2007.",2007,,"enk",,"Fiction|Serial murder investigation|Fantasy games|United States","Fiction|Suspense fiction","Players"
"mdp.39015069302423",5562224,,,"fuzzymatch","Farmer, Philip José.",,"Woodstock, NY|Overlook Press|2007.",2007,,"nyu",,,"Fiction","The unreasoning mask"
"mdp.39015074300099",5632377,171021598,"PS3613.O527B58 2007","taggedfantasy","Moning, Karen Marie.",,"New York|Delacorte Press|c2007.",2007,,"nyu",,"Fiction|Magic|Magicians|Fairies|sears|Americans|Ireland|Fantasy fiction","Fiction|Fantasy fiction","Bloodfever"
"mdp.39015081738737",6818717,148858666,,"taggedfantasy","Kiernan, Caitl̕n R.",,"Burton, Mich.|Subterranean Press|c2007.",2007,,"miu",,"Fantasy fiction, American|Erotic stories, American","Short stories","Tales from the Woeful Platypus"
"mdp.39015070756401",5616470,126880806,"PS3503.R22N6 2007","taggedfantasy","Bradbury, Ray,","1920-","New York|Morrow|c2007",2007,,"nyu",,"Fantasy fiction, American|Science fiction, American","Fiction","Now and forever : | Somewhere a band is playing and Leviathan 99"
"mdp.39015074244792",5625308,141386225,"PA6209.M3R45 2007","oclcid","Apuleius.",,"Indianapolis|Hackett Pub.|c2007.",2007,,"inu",,"Fiction|Metamorphosis|Mythology, Classical","Fiction|Bibliographies|Fantasy fiction","The golden ass, or, A book of changes"
"mdp.39015068829962",5579499,77271198,"PS3503.U687L34 2007","fuzzymatch","Burroughs, Edgar Rice,","1875-1950.","Lincoln|University of Nebraska Press|c2007.",2007,,"nbu",,"Fiction|Core","Fiction|Science fiction","Land of terror"
"mdp.39015066900658",5616465,77708293,"PS648.O33A44 2007","taggedfantasy",,,"New York|Penguin Books|2007.",2007,,"nyu",,"21st century|20th century|Paranormal fiction, American|Fantasy fiction, American|American fiction","Fiction|Bibliographies","American supernatural tales"
"mdp.39015074299036",5623103,163914513,"PS3569.A462345Or 2007","taggedfantasy","Salvatore, R. A.,","1959-","Renton, WA|Wizards of the Coast|c 2007.",2007,,"wau",,"Dwarfs|Fiction|sears|Forgotten realms (Imaginary place)|Drizzt Do'Urden (Fictitious character)|Fantasy fiction|Imaginary wars and battles","Fiction|Fantasy fiction","The orc king"
"pst.000062911030",12279294,179880784,,"taggedfantasy","Bradley, Marion Zimmer.",,"New York|Norilana Books|c2007.",2007,,"nyu",,"Fantasy fiction, American|Magic|Short stories|Wizards|Fiction","Fiction|Fantasy fiction","Marion Zimmer Bradley's sword and sorceress XXII"
"pst.000062576833",7509910,144221380,"PZ7.S84975Mud 2007","taggedfantasy","Stewart, Paul,","1955-","New York|Delacorte Press|2007",2007,,"nyu",2007,"Wizards|Juvenile fiction|Fantasy","Fiction|Humorous fiction","Muddle Earth"
"mdp.39015073668397",5664493,166626389,"PR6031.E183A6 2007","taggedfantasy","Peake, Mervyn Laurence,","1911-1968.","London|Chester Springs, PA|Peter Owen|2007.",2007,,"enk",,"Fantasy fiction, English","Short stories","Boy in darkness and other stories"
"mdp.39015073817440",5862687,154687250,,"taggedfantasy","Lawson, John Edward.",,"Hyattsville, Md.|Raw Dog Screaming|2007.",2007,,"mdu",,"Fiction|Fantasy fiction, American|Families","Short stories","Discouraging at best"
"mdp.39015081739180",6859334,227032007,"PS3537.M5403Z64 2008","taggedfantasy","Smith, Clark Ashton,","1893-1961.","Hayward, Calif.?|Chaosium|2008.",2008,,"cau",,"Cthulhu (Fictitious character)|Horror tales, American|Fantasy fiction, American","Short stories","The Klarkash-Ton cycle : | Clark Ashton Smith's Cthulhu mythos fiction"
"pst.000064832951",11662593,213300964,,"fuzzymatch","L'Engle, Madeleine.",,"New York|Square Fish|2008].",2008,,"nyu",,"Families|Problem children|Fiction|Orphans","Fiction","Meet the Austins"
"mdp.39015076164287",5689529,166358576,"PR1309.F3T33 2008","taggedfantasy",,,"New York|Del Rey/Ballantine Books|c2008.",2008,,"nyu",,"Lewis, C. S|Sources|Fantasy fiction, English|(Clive Staples)|1898-1963","NotFiction|Bibliographies","Tales before Narnia : | the roots of modern fantasy and science fiction"
"inu.30000124502158",9397099,257555537,"PS3515.O842A6 2008","taggedfantasy","Howard, Robert E. (Robert Ervin),","1906-1936.","Nevada City, Calif.|Black Bart Books|2008.",2008,,"cau",,"Fantasy fiction, American","Fiction","""--and their memory was a bitter tree-- "" : | Queen of the Black Coast and others"
"mdp.39015079263318",5936683,225870425,"PR9619.4.F78D44 2008","taggedfantasy","Freeman, Pamela.",,"New York|Orbit|2008.",2008,,"nyu",,"Fantasy fiction","Fiction|Fantasy fiction","Deep water"
"mdp.39015077126368",5911873,255282020,,"taggedfantasy","Goodman, Alison.",,"London|Bantam|2008.",2008,,"enk",,"Fiction|Sex role|Dragons|Fantasy fiction|Mistaken identity","NotFiction","The two pearls of wisdom"
"mdp.39015082722771",5911915,233033842,"PS3623.H38C73 2008","taggedfantasy","What, Leslie.",,"La Grande, OR|Wordcraft of Oregon|2008.",2008,,"oru",,"Fantasy fiction, American|Science fiction, American","Fiction","Crazy love : | stories"
"mdp.39015079291335",5930427,226974959,"PR6068.A574N43 2008","oclcid","Rankin, Robert,","1949-","London|Gollancz|2008.",2008,,"enk",,"Fiction|End of the world","Novel|Humorous stories","Necrophenia"
"mdp.39015081739156",6858724,311097024,,"oclcid","Mellick, Carlton.",,"Portland, OR|Eraserhead Press|c2008.",2008,,"oru",,"Horror tales, American|Dystopias|Science fiction, American","Novel","The egg man"
"mdp.39015077606070",5808934,154744171,"PN6120.95.H727N49x 2008","oclcid",,,"San Francisco|Tachyon Publications|2008.",2008,,"cau",,"Horror tales|Science fiction","Bibliographies|Short stories|Fantasy fiction|Horror fiction","The new weird"
"mdp.39015079234475",5936698,277979423,"PN6120.95.S33E97 2008","taggedfantasy",,,"Bonney Lake, WA|Fairwood Press|c2008.",2008,,"wau",,"Short stories|Fantasy fiction|Science fiction","Fiction|Fantasy fiction|Science fiction","The exquisite corpuscle"
"mdp.39015077101049",5848736,212893762,"PS508.F53T35 2008","taggedfantasy",,,"New Manila, Q.C. [i.e. Quezon City|Published and exclusively distributed by Milflores Publishing, Inc.|c2008.",2008,,"ph ",,"Philippines|American literature|Fantasy fiction, American|Filipino American authors","Fiction","Tales of enchantment and fantasy"
"mdp.39015078772822",5965015,232979234,"PS3556.L548W67 2009","taggedfantasy","Flint, Eric.",,"Riverdale, NY|Baen Books|New York|Distributed by Simon & Schuster|2009.",2009,,"nyu",,"Fantasy fiction, American|Alternative histories (Fiction), American|Science fiction, American","Fiction|Bibliographies|Alternative histories (Fiction)|Fantasy fiction|Science fiction","Worlds"
"mdp.39015080880092",6491031,280403798,"PR6104.E27A62 2009","oclcid","Deas, Stephen,","1968-","London|Gollancz|2009.",2009,,"enk",,,"Novel|Fantasy fiction","The Adamantine Palace"
"mdp.39015080882718",6838656,260231147,"PT2708.E48Z8413 2009","fuzzymatch","Heitz, Markus,","1971-","New York|Orbit|2009.",2009,,"nyu",,,"Fiction","The dwarves"
"mdp.39015079150150",5931104,297107570,"PN6071.H727P64 2009","taggedfantasy",,,"Nottingham, UK|Solaris|2009.",2009,,"xx ",,"Horror tales|Fantasy fiction","NotFiction|Short stories","POE : | 19 new tales of suspense, dark fantasy, and horror inspired by Edgar Allan Poe"
"pst.000067194421",9811206,298776041,"PS3558.A6427L58 2009","taggedfantasy","Harris, Charlaine.",,"New York|Ace Books|2009], c2002.",2009,,"nyu",,"Telepathy -- Fiction|Vampires -- Fiction|Stackhouse, Sookie (Fictitious character) -- Fiction|Mystery fiction|Fantasy fiction","Leisure reading|Fiction","Living dead in Dallas"
"pst.000066224143",12267274,367620003,,"taggedfantasy","Zelazny, Roger.",,"Framingham, MA|NESFA Press|2009.",2009,,"mau",,"Fantasy fiction, American|American poetry|Science fiction, American","Fiction","Threshold"
"mdp.39015080873287",6834722,276515078,"PS3551.N37442E34 2009","oclcid","Anderson, Kevin J.,","1962-","New York|Orbit|2009.",2009,,"nyu",,"Fiction|Sailors|Voyages, Imaginary|Adventure stories","Fiction|Sea stories|Fantasy fiction","The edge of the world"
"inu.30000110628371",9399298,305175137,"PR6112.L49V38 2009","taggedfantasy","Llewelyn, Robin.",,"Cardigan [Wales|Parthian|2009.",2009,,"wlk",,"Translations into English|Llewelyn, Robin|Fantasy fiction, Welsh","Novel","Vatilan the dish thief"
